S.no,BR.,Bus No,Route No.,Place,Type,Arr. Time,Dep. Time,To,From,Via
1672,PDR,NS,1,N77BA,SLF,4.25,4.3,INTEGRATED,ARA,PNS
1673,PDR,NS,1,N77BA,SLF,5.25,5.3,INTEGRATED,ARA,PNS
1674,MCB,NS,2,N77BA,SLF,22.25,22.3,INTEGRATED,ARA,PNS
1675,MCB,NS,2,N77BA,SLF,23.25,23.3,INTEGRATED,ARA,PNS
1676,MCB,NS,2,N77BA,SLF,0.25,0.3,INTEGRATED,ARA,PNS
1677,MCB,NS,2,N77BA,SLF,1.25,1.3,INTEGRATED,ARA,PNS
1678,MCB,NS,2,N77BA,SLF,2.25,2.45,INTEGRATED,ARA,PNS
1679,MCB,NS,2,N77BA,SLF,3.4,3.45,INTEGRATED,ARA,PNS
1680,MCB,NS,2,N77BA,SLF,4.4,4.45,INTEGRATED,ARA,PNS
1681,PON,NS,5,N77B,SLF,0,22.3,INTEGRATED,ARA,PNS
1682,TPK,NS,4,N77B,SLF,23.2,23.25,INTEGRATED,ARA,PNS
1683,TPK,NS,4,N77B,SLF,0.2,0.25,INTEGRATED,ARA,PNS
1684,TPK,NS,4,N77B,SLF,1.2,1.25,INTEGRATED,ARA,PNS
1685,TPK,NS,4,N77B,SLF,2.2,2.25,INTEGRATED,ARA,PNS
1686,TPK,NS,4,N77B,SLF,3.2,3.25,INTEGRATED,ARA,PNS
1687,TPK,NS,4,N77B,SLF,4.2,4.25,INTEGRATED,ARA,PNS
1688,MCB,NS,4,N77BA,SLF,2.15,2.2,INTEGRATED,ARA,PNS
1689,TPK,NS,1,N7,SLF,23.05,23.1,PBS,ARA,PNS
1690,MCB,NS,4,N7,SLF,23.25,23.3,PBS,ARA,PNS
1691,MCB,NS,4,N7/,SLF,4.45,4.5,PBS,ARA,PNS
1692,PON,NS,3,N48,SLF,0,22.48,THIRUMANGALAM,ARA,PNS
1693,PON,NS,3,N48,SLF,0.38,0.48,THIRUMANGALAM,ARA,PNS
1694,PON,NS,3,N48,SLF,2.38,2.48,THIRUMANGALAM,ARA,PNS
1695,BCB,NS,6,N48,SLF,0,23.24,THIRUMANGALAM,ARA,PNS
1696,BCB,NS,6,N48,SLF,1.14,1.24,THIRUMANGALAM,ARA,PNS
1697,BCB,NS,6,N48,SLF,3.14,3.24,THIRUMANGALAM,ARA,PNS
1698,TPK,NS,3,N48,SLF,22.55,23,THIRUMANGALAM,ARA,PNS
1699,TPK,NS,3,N48,SLF,0.5,1,THIRUMANGALAM,ARA,PNS
1700,TPK,NS,3,N48,SLF,2.5,3,THIRUMANGALAM,ARA,PNS
1701,TPK,NS,5,N48,SLF,22.3,22.36,THIRUMANGALAM,ARA,PNS
1702,TPK,NS,5,N48,SLF,0.26,0.36,THIRUMANGALAM,ARA,PNS
1703,TPK,NS,5,N48,SLF,2.26,2.36,THIRUMANGALAM,ARA,PNS
1704,TPK,NS,6,N48,SLF,22.05,22.1,THIRUMANGALAM,ARA,PNS
1705,TPK,NS,6,N48,SLF,23.55,24,THIRUMANGALAM,ARA,PNS
1706,TPK,NS,6,N48,SLF,1.5,2,THIRUMANGALAM,ARA,PNS
1707,TMG,NS,8,N48,SLF,24,0.12,THIRUMANGALAM,ARA,PNS
1708,TMG,NS,8,N48,SLF,2.02,2.12,THIRUMANGALAM,ARA,PNS
1709,TMG,NS,8,N48,SLF,4,4.12,THIRUMANGALAM,ARA,PNS
1710,TMG,NS,3,N48,SLF,23.26,23.36,THIRUMANGALAM,ARA,PNS
1711,TMG,NS,3,N48,SLF,1.26,1.36,THIRUMANGALAM,ARA,PNS
1712,TMG,NS,3,N48,SLF,3.26,3.36,THIRUMANGALAM,ARA,PNS
1713,TMG,NS,9,N48,SLF,0.15,0.24,THIRUMANGALAM,ARA,PNS
1714,TMG,NS,9,N48,SLF,2.14,2.24,THIRUMANGALAM,ARA,PNS
1715,TMG,NS,9,N48,SLF,4.14,4.24,THIRUMANGALAM,ARA,PNS
1716,TMG,NS,1,N48,SLF,23,23.12,THIRUMANGALAM,ARA,PNS
1717,TMG,NS,1,N48,SLF,1.02,1.12,THIRUMANGALAM,ARA,PNS
1718,TMG,NS,1,N48,SLF,3.02,3.12,THIRUMANGALAM,ARA,PNS
1719,TMG,NS,5,N48,SLF,23.35,23.48,THIRUMANGALAM,ARA,PNS
1720,TMG,NS,5,N48,SLF,1.38,1.48,THIRUMANGALAM,ARA,PNS
1721,TMG,NS,5,N48,SLF,3.38,3.48,THIRUMANGALAM,ARA,PNS
1722,PON,NS,2,N48AD,SLF,0,22.4,THIRUMANGALAM,ARA,PNS
1723,PON,NS,2,N48AD,SLF,0.2,0.3,THIRUMANGALAM,ARA,PNS
1724,PON,NS,2,N48AD,SLF,2.15,2.3,THIRUMANGALAM,ARA,PNS
1725,BCB,NS,7,N48AD,SLF,0,23,THIRUMANGALAM,ARA,PNS
1726,BCB,NS,7,N48AD,SLF,0.45,1,THIRUMANGALAM,ARA,PNS
1727,BCB,NS,7,N48AD,SLF,2.45,3,THIRUMANGALAM,ARA,PNS
1728,TMG,NS,4,N48AD,SLF,23.15,23.3,THIRUMANGALAM,ARA,PNS
1729,TMG,NS,4,N48AD,SLF,1.15,1.3,THIRUMANGALAM,ARA,PNS
1730,TMG,NS,4,N48AD,SLF,3.15,3.3,THIRUMANGALAM,ARA,PNS
1731,TMG,NS,7,N48AD,SLF,23.45,24,THIRUMANGALAM,ARA,PNS
1732,TMG,NS,7,N48AD,SLF,1.45,2,THIRUMANGALAM,ARA,PNS
1733,TMG,NS,7,N48AD,SLF,3.45,4,THIRUMANGALAM,ARA,PNS
1734,TPK,NS,2,N5/,SLF,4.45,4.5,TPKUNDRAM,ARA,PNS
1735,TPK,NS,4,N5,SLF,5.2,5.25,TPKUNDRAM,ARA,PNS
1736,TPK,NS,3,N7/,SLF,4.5,4.55,TPKUNDRAM,ARA,PNS
1737,TPK,NS,5,N7/,SLF,4.26,4.3,TPKUNDRAM,ARA,PNS
1738,TPK,NS,6,N7/,SLF,3.5,4,TPKUNDRAM,ARA,PNS
1739,PDR,58N1635,7P,Q,SLF,5.2,5.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,PUDUR
1740,PDR,58N1635,7P,Q,SLF,6.32,6.4,ARAPPALAYAM,M.G.R.BUSSTAND  ,PUDUR
1741,PDR,58N1635,7P,Q,SLF,9.27,9.28,ARAPPALAYAM,M.G.R.BUSSTAND  ,PUDUR
1742,PDR,58N1635,7P,Q,SLF,12.43,12.48,ARAPPALAYAM,M.G.R.BUSSTAND  ,PUDUR
1743,PDR,58N1635,7P,Q,SLF,14.03,14.07,ARAPPALAYAM,M.G.R.BUSSTAND  ,PUDUR
1744,PDR,58N1635,7P,Q,SLF,15.22,15.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,PUDUR
1745,PDR,58N1635,7P,Q,SLF,18.22,18.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,PUDUR
1746,PDR,58N1635,7P,Q,SLF,19.55,19.57,ARAPPALAYAM,M.G.R.BUSSTAND  ,PUDUR
1747,SIP,58N1681,77BA,A,SLF,21.24,21.34,ARAPPALAYAM,M.G.R.BUSSTAND  ,PUDUR
1748,PDR,58N1588,22B,A,SLF,10.15,10.4,HARVEYPATTI,M.G.R.BUSSTAND  ,PUDUR
1749,PDR,58N1588,22B,A,SLF,12.4,13,HARVEYPATTI,M.G.R.BUSSTAND  ,PUDUR
1750,PDR,58N1588,7F,A,SLF,15,15.05,HARVEYPATTI,M.G.R.BUSSTAND  ,PUDUR
1751,PDR,58N1588,22B,A,SLF,16.55,17,HARVEYPATTI,M.G.R.BUSSTAND  ,PUDUR
1752,PDR,58N1588,22B,A,SLF,19,19.2,HARVEYPATTI,M.G.R.BUSSTAND  ,PUDUR
1753,SIP,58N0961,C4,B,SLF,0,5,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1754,SIP,58N0961,C4,B,SLF,5,6.2,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1755,SIP,58N0961,C4,B,SLF,6.2,7.5,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1756,SIP,58N0961,C4,B,SLF,7.5,9.1,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1757,SIP,58N0961,C4,B,SLF,9.1,10.3,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1758,SIP,58N0961,C4,B,SLF,10.3,11.5,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1759,SIP,58N0961,C4,B,SLF,11.5,13.3,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1760,SIP,58N0961,C4,B,SLF,13.3,14.5,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1761,SIP,58N0961,C4,B,SLF,14.5,16.2,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1762,SIP,58N0961,C4,B,SLF,16.2,17.45,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1763,SIP,58N0961,C4,B,SLF,17.45,19.1,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1764,SIP,58N0961,C4,B,SLF,19.1,20.35,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1765,SIP,58N1497,C4,D,SLF,0,5.15,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1766,SIP,58N1497,C4,D,SLF,5.15,6.35,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1767,SIP,58N1497,C4,D,SLF,6.35,8.05,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1768,SIP,58N1497,C4,D,SLF,8.05,9.25,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1769,SIP,58N1497,C4,D,SLF,9.25,10.45,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1770,SIP,58N1497,C4,D,SLF,10.45,12.05,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1771,SIP,58N1497,C4,D,SLF,12.05,13.45,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1772,SIP,58N1497,C4,D,SLF,13.45,15.05,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1773,SIP,58N1497,C4,D,SLF,15.05,16.35,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1774,SIP,58N1497,C4,D,SLF,16.35,18,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1775,SIP,58N1497,C4,D,SLF,18,19.25,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1776,SIP,58N1497,C4,D,SLF,19.25,20.5,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1777,PON,58N1692,C4,A,SLF,5.25,5.3,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1778,PON,58N1692,C4,A,SLF,5.3,6.5,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1779,PON,58N1692,C4,A,SLF,6.5,8.2,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1780,PON,58N1692,C4,A,SLF,8.2,9.4,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1781,PON,58N1692,C4,A,SLF,9.4,11,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1782,PON,58N1692,C4,A,SLF,13.55,14,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1783,PON,58N1692,C4,A,SLF,14,15.2,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1784,PON,58N1692,C4,A,SLF,15.2,16.5,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1785,PON,58N1692,C4,A,SLF,16.5,18.15,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1786,PON,58N1692,C4,A,SLF,18.15,19.4,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1787,BCB,58N1721,C4,E,SLF,0,5.45,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1788,BCB,58N1721,C4,E,SLF,5.45,7.05,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1789,BCB,58N1721,C4,E,SLF,7.05,8.35,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1790,BCB,58N1721,C4,E,SLF,8.35,9.55,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1791,BCB,58N1721,C4,E,SLF,9.55,11.15,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1792,BCB,58N1721,C4,E,SLF,12.35,14.15,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1793,BCB,58N1721,C4,E,SLF,14.15,15.35,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1794,BCB,58N1721,C4,E,SLF,15.35,17.05,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1795,BCB,58N1721,C4,E,SLF,17.05,18.25,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1796,BCB,58N1721,C4,E,SLF,18.25,19.55,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1797,PON,58N1746,C4,H,SLF,0,6,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1798,PON,58N1746,C4,H,SLF,6,7.2,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1799,PON,58N1746,C4,H,SLF,7.2,8.5,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1800,PON,58N1746,C4,H,SLF,8.5,10.1,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1801,PON,58N1746,C4,H,SLF,10.1,11.3,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1802,PON,58N1746,C4,H,SLF,12.5,14.3,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1803,PON,58N1746,C4,H,SLF,14.3,15.5,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1804,PON,58N1746,C4,H,SLF,15.5,17.2,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1805,PON,58N1746,C4,H,SLF,17.2,18.45,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1806,PON,58N1746,C4,H,SLF,18.45,21.1,M.G.R.BUSSTAND,M.G.R.BUSSTAND  ,PUDUR
1807,PDR,58N1440,62X,A,SLF,20.55,21.1,PATTANAMPATTI,M.G.R.BUSSTAND  ,PUDUR
1808,PON,58N1692,C4/,A,SLF,11,12.2,PBS,M.G.R.BUSSTAND  ,PUDUR
1809,PON,58N1692,700,A,SLF,19.4,20.55,PBS,M.G.R.BUSSTAND  ,PUDUR
1810,BCB,58N1721,2G/C4,E,SLF,11.15,12.35,PBS,M.G.R.BUSSTAND  ,PUDUR
1811,BCB,58N1721,2G/C4,E,SLF,19.55,21.1,PBS,M.G.R.BUSSTAND  ,PUDUR
1812,PON,58N1746,2G/C4,H,SLF,11.3,12.5,PBS,M.G.R.BUSSTAND  ,PUDUR
1813,PON,58N1746,2G/C4,H,SLF,21.1,22.25,PBS,M.G.R.BUSSTAND  ,PUDUR
1814,BCB,58N2081,2G,A,EXP,5.5,5.55,PBS,M.G.R.BUSSTAND  ,PUDUR
1815,BCB,58N2081,2G,A,EXP,11.35,11.45,PBS,M.G.R.BUSSTAND  ,PUDUR
1816,BCB,58N2081,2G,A,EXP,13.05,13.1,PBS,M.G.R.BUSSTAND  ,PUDUR
1817,BCB,58N2081,2G,A,EXP,14.45,14.5,PBS,M.G.R.BUSSTAND  ,PUDUR
1818,PDR,58N1433,2G/,Y,SLF,22.35,22.35,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1819,PDR,58N1445,2G/,X,SLF,21.45,21.5,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1820,PDR,58N1447,2G/,K,SLF,22.25,22.3,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1821,PDR,58N1460,2G/,E,SLF,22.25,22.3,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1822,PDR,58N1462,2G/,A,SLF,22.1,22.12,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1823,PDR,58N1463,2G/,D,SLF,0,22.25,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1824,PDR,58N1476,2G/,A,SLF,21.53,21.55,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1825,PDR,58N1481,2G/,A,SLF,0,12.4,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1826,PDR,58N1481,2G/,A,SLF,12.4,21.45,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1827,PDR,58N1482,2G/,N,SLF,21.45,21.5,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1828,PDR,58N1491,2G/,A,SLF,22.05,22.1,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1829,PDR,58N1494,2G/,L,SLF,21.4,21.4,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1830,PDR,58N1495,2G/,L,SLF,23.4,23.45,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1831,PDR,58N1523,2G/,B,SLF,22.4,22.45,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1832,PDR,58N1527,2G/,I,SLF,22.13,22.15,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1833,PDR,58N1543,2G/,O,SLF,23.2,23.2,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1834,PDR,58N1544,2G/,F,SLF,23.2,23.25,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1835,PDR,58N1591,2G/,J,SLF,22.49,22.54,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1836,PDR,58N1607,2G/,A,SLF,13.3,13.35,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1837,PDR,58N1607,2G/,A,SLF,22.25,22.3,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1838,PDR,58N1608,2G/C3,D,ORD,0,22.05,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1839,PDR,58N1635,2G/,Q,SLF,22.55,23,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1840,PDR,58N1640,2G/,B,SLF,22.35,22.4,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1841,PDR,58N1685,2G/,A,SLF,22.53,22.55,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1842,PDR,58N2325,2G/,M,SLF,22.01,22.05,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1843,PDR,58N2337,2G/,N,SLF,22.19,22.22,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1844,PDR,58N2341,2G/,O,SLF,23.15,23.2,PUDUR,M.G.R.BUSSTAND  ,PUDUR
1845,PDR,58N1491,49,A,SLF,6.4,6.45,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1846,PDR,58N1491,49,A,SLF,9.15,9.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1847,PDR,58N1491,49,A,SLF,11.55,12,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1848,PDR,58N1491,49,A,SLF,14.25,14.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1849,PDR,58N1491,49,A,SLF,16.55,17.1,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1850,PDR,58N1491,49,A,SLF,19.35,19.4,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1851,TMG,58N1530,48AI,A,SLF,7,7.15,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1852,TMG,58N1530,48AI,A,SLF,9.4,9.5,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1853,TMG,58N1530,48AI,A,SLF,12.15,12.2,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1854,TMG,58N1530,48AI,A,SLF,14.45,14.5,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1855,TMG,58N1530,48AI,A,SLF,17.15,17.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1856,TMG,58N1530,48AI,A,SLF,19.55,20,THIRUMANGALAM,M.G.R.BUSSTAND  ,PUDUR
1857,ENR,58N1570,*25B,R,SLF,10.55,11,ANAIYUR,ARA,SIM
1858,ENR,58N1570,77J,R,SLF,12.45,13,ANAIYUR,ARA,SIM
1859,ENR,58N1570,77J,R,SLF,14.25,14.5,ANAIYUR,ARA,SIM
1860,ENR,58N2361,A1,G,EXP,0,5,ARAPPALAYAM,ARA,SIM
1861,ENR,58N2361,A1,G,EXP,5,5.45,ARAPPALAYAM,ARA,SIM
1862,ENR,58N2361,A1,G,EXP,5.45,6.3,ARAPPALAYAM,ARA,SIM
1863,ENR,58N2361,A1,G,EXP,6.3,7.2,ARAPPALAYAM,ARA,SIM
1864,ENR,58N2361,A1,G,EXP,7.2,8.05,ARAPPALAYAM,ARA,SIM
1865,ENR,58N2361,A1,G,EXP,8.05,9,ARAPPALAYAM,ARA,SIM
1866,ENR,58N2361,A1,G,EXP,9,9.45,ARAPPALAYAM,ARA,SIM
1867,ENR,58N2361,A1,G,EXP,9.45,10.3,ARAPPALAYAM,ARA,SIM
1868,ENR,58N2361,A1,G,EXP,10.3,11.15,ARAPPALAYAM,ARA,SIM
1869,ENR,58N2361,A1,G,EXP,11.15,12,ARAPPALAYAM,ARA,SIM
1870,ENR,58N2361,A1,G,EXP,12,12.5,ARAPPALAYAM,ARA,SIM
1871,ENR,58N2361,A1,G,EXP,12.5,13.35,ARAPPALAYAM,ARA,SIM
1872,ENR,58N2361,A1,G,EXP,13.35,14.2,ARAPPALAYAM,ARA,SIM
1873,ENR,58N2361,A1,G,EXP,14.2,15.05,ARAPPALAYAM,ARA,SIM
1874,ENR,58N2361,A1,G,EXP,15.05,15.5,ARAPPALAYAM,ARA,SIM
1875,ENR,58N2361,A1,G,EXP,15.5,16.35,ARAPPALAYAM,ARA,SIM
1876,ENR,58N2361,A1,G,EXP,16.35,17.2,ARAPPALAYAM,ARA,SIM
1877,ENR,58N2361,A1,G,EXP,17.2,18.05,ARAPPALAYAM,ARA,SIM
1878,ENR,58N2361,A1,G,EXP,18.05,18.5,ARAPPALAYAM,ARA,SIM
1879,ENR,58N2361,A1,G,EXP,18.5,19.35,ARAPPALAYAM,ARA,SIM
1880,ENR,58N2361,A1,G,EXP,19.35,20.3,ARAPPALAYAM,ARA,SIM
1881,ENR,58N2361,A1,G,EXP,20.3,21.15,ARAPPALAYAM,ARA,SIM
1882,BCB,58N2362,A1,D,EXP,0,6.05,ARAPPALAYAM,ARA,SIM
1883,BCB,58N2362,A1,D,EXP,6.05,6.5,ARAPPALAYAM,ARA,SIM
1884,BCB,58N2362,A1,D,EXP,6.5,7.35,ARAPPALAYAM,ARA,SIM
1885,BCB,58N2362,A1,D,EXP,7.35,8.3,ARAPPALAYAM,ARA,SIM
1886,BCB,58N2362,A1,D,EXP,8.3,9.15,ARAPPALAYAM,ARA,SIM
1887,BCB,58N2362,A1,D,EXP,9.15,10,ARAPPALAYAM,ARA,SIM
1888,BCB,58N2362,A1,D,EXP,10,10.45,ARAPPALAYAM,ARA,SIM
1889,BCB,58N2362,A1,D,EXP,10.45,11.3,ARAPPALAYAM,ARA,SIM
1890,BCB,58N2362,A1,D,EXP,11.3,12.15,ARAPPALAYAM,ARA,SIM
1891,BCB,58N2362,A1,D,EXP,12.15,13,ARAPPALAYAM,ARA,SIM
1892,BCB,58N2362,A1,D,EXP,13,13.45,ARAPPALAYAM,ARA,SIM
1893,BCB,58N2362,A1,D,EXP,13.45,14.35,ARAPPALAYAM,ARA,SIM
1894,BCB,58N2362,A1,D,EXP,14.35,15.2,ARAPPALAYAM,ARA,SIM
1895,BCB,58N2362,A1,D,EXP,15.2,16.05,ARAPPALAYAM,ARA,SIM
1896,BCB,58N2362,A1,D,EXP,16.05,16.5,ARAPPALAYAM,ARA,SIM
1897,BCB,58N2362,A1,D,EXP,16.5,17.35,ARAPPALAYAM,ARA,SIM
1898,BCB,58N2362,A1,D,EXP,17.35,18.2,ARAPPALAYAM,ARA,SIM
1899,BCB,58N2362,A1,D,EXP,18.2,19.05,ARAPPALAYAM,ARA,SIM
1900,BCB,58N2362,A1,D,EXP,19.05,19.55,ARAPPALAYAM,ARA,SIM
1901,BCB,58N2362,A1,D,EXP,19.55,20.4,ARAPPALAYAM,ARA,SIM
1902,BCB,58N2362,A1,D,EXP,20.4,21.25,ARAPPALAYAM,ARA,SIM
1903,BCB,58N2362,A1,D,EXP,21.25,22.1,ARAPPALAYAM,ARA,SIM
1904,BCB,58N1717,77E,P,SLF,10,10.02,HIGH,ARA,SIM
1905,BCB,58N1717,77E,P,SLF,16.25,16.4,HIGH,ARA,SIM
1906,PON,58N1797,77E,J,SLF,16.03,16.05,HIGH,ARA,SIM
1907,PDR,58N0966,77BA,A,SLF,10.35,10.38,M.G.R.BUSSTAND,ARA,SIM
1908,PDR,58N0966,77BA,A,SLF,15,15.05,M.G.R.BUSSTAND,ARA,SIM
1909,PDR,58N0991,77BA,A,SLF,10.4,10.45,M.G.R.BUSSTAND,ARA,SIM
1910,PDR,58N0991,77BA,A,SLF,11.5,11.55,M.G.R.BUSSTAND,ARA,SIM
1911,PDR,58N0991,77BA,A,SLF,13,13.05,M.G.R.BUSSTAND,ARA,SIM
1912,PDR,58N0991,77BA,A,SLF,17.3,17.35,M.G.R.BUSSTAND,ARA,SIM
1913,CNI,58N1341,77B,A,EXP,9.45,9.5,M.G.R.BUSSTAND,ARA,SIM
1914,CNI,58N1341,77B,A,EXP,18.35,18.4,M.G.R.BUSSTAND,ARA,SIM
1915,MCB,58N1384,77BA,A,EXP,10,10.06,M.G.R.BUSSTAND,ARA,SIM
1916,MCB,58N1384,77BA,A,EXP,11.1,11.12,M.G.R.BUSSTAND,ARA,SIM
1917,PDR,58N1433,77B,Y,SLF,6.1,6.15,M.G.R.BUSSTAND,ARA,SIM
1918,PDR,58N1433,77B,Y,SLF,7.15,7.2,M.G.R.BUSSTAND,ARA,SIM
1919,PDR,58N1433,77B,Y,SLF,8.3,8.35,M.G.R.BUSSTAND,ARA,SIM
1920,PDR,58N1433,77B,Y,SLF,9.4,9.45,M.G.R.BUSSTAND,ARA,SIM
1921,PDR,58N1433,77B,Y,SLF,10.5,11.05,M.G.R.BUSSTAND,ARA,SIM
1922,PDR,58N1433,77B,Y,SLF,12.1,12.15,M.G.R.BUSSTAND,ARA,SIM
1923,PDR,58N1433,77B,Y,SLF,13.2,13.25,M.G.R.BUSSTAND,ARA,SIM
1924,PDR,58N1433,77B,Y,SLF,14.35,14.55,M.G.R.BUSSTAND,ARA,SIM
1925,PDR,58N1433,77B,Y,SLF,16,16.05,M.G.R.BUSSTAND,ARA,SIM
1926,PDR,58N1433,77B,Y,SLF,17.1,17.15,M.G.R.BUSSTAND,ARA,SIM
1927,PDR,58N1433,77B,Y,SLF,18.2,18.25,M.G.R.BUSSTAND,ARA,SIM
1928,PDR,58N1433,77B,Y,SLF,19.3,19.45,M.G.R.BUSSTAND,ARA,SIM
1929,PDR,58N1433,77B,Y,SLF,20.5,20.55,M.G.R.BUSSTAND,ARA,SIM
1930,PDR,58N1433,77B,Y,SLF,22,22.05,M.G.R.BUSSTAND,ARA,SIM
1931,PDK,58N1441,77B,E,SLF,6.05,6.1,M.G.R.BUSSTAND,ARA,SIM
1932,PDK,58N1441,77B,E,SLF,7.25,7.3,M.G.R.BUSSTAND,ARA,SIM
