S.no,BR.,Bus No,Route No.,Place,Type,Arr. Time,Dep. Time,To,From,Via
1125,PON,58N2333,77B,G,ORD,19.2,19.25,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1126,PON,58N2333,77B,G,ORD,20.4,20.45,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1127,PON,58N2333,77B,G,ORD,21.5,21.55,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1128,PDK,58N2340,77B,T,SLF,0,6.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1129,PDK,58N2340,77B,T,SLF,7.23,7.28,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1130,PDK,58N2340,77B,T,SLF,8.3,8.35,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1131,PDK,58N2340,77B,T,SLF,9.43,9.48,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1132,PDK,58N2340,77B,T,SLF,10.53,11.08,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1133,PDK,58N2340,77B,T,SLF,12.13,12.18,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1134,PDK,58N2340,77B,T,SLF,13.23,13.38,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1135,PDK,58N2340,77B,T,SLF,14.43,14.38,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1136,PDK,58N2340,77B,T,SLF,16.03,16.08,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1137,PDK,58N2340,77B,T,SLF,17.13,17.18,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1138,PDK,58N2340,77B,T,SLF,18.23,18.28,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1139,PDK,58N2340,77B,T,SLF,19.33,19.48,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1140,PDK,58N2340,77B,T,SLF,20.53,20.58,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1141,PDK,58N2340,77B,T,SLF,22.03,22.1,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1142,MCB,58N2346,77B,U,SLF,6.18,6.23,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1143,MCB,58N2346,77B,U,SLF,7.38,7.43,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1144,MCB,58N2346,77B,U,SLF,8.48,8.53,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1145,MCB,58N2346,77B,U,SLF,9.58,10.03,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1146,MCB,58N2346,77B,U,SLF,11.08,11.23,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1147,MCB,58N2346,77B,U,SLF,12.28,12.33,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1148,MCB,58N2346,77B,U,SLF,13.38,13.53,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1149,MCB,58N2346,77B,U,SLF,14.58,15.13,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1150,MCB,58N2346,77B,U,SLF,16.18,16.23,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1151,MCB,58N2346,77B,U,SLF,17.28,17.33,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1152,MCB,58N2346,77B,U,SLF,18.38,18.43,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1153,MCB,58N2346,77B,U,SLF,19.48,20.03,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1154,MCB,58N2346,77B,U,SLF,21.08,21.13,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1155,MCB,58N2346,77B,U,SLF,22.18,22.23,ARAPPALAYAM,M.G.R.BUSSTAND  ,COURT
1156,PON,58N1795,77F,F,SLF,4.5,4.55,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1157,PON,58N1795,77F,F,SLF,6,6.05,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1158,PON,58N1795,77F,F,SLF,7.15,7.3,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1159,PON,58N1795,77F,F,SLF,8.45,8.5,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1160,PON,58N1795,77F,F,SLF,10.05,10.2,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1161,PON,58N1795,77F,F,SLF,11.35,11.4,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1162,PON,58N1795,77F,F,SLF,13.55,14,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1163,PON,58N1795,77F,F,SLF,15.05,15.1,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1164,PON,58N1795,77F,F,SLF,16.2,16.35,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1165,PON,58N1795,77F,F,SLF,17.5,17.55,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1166,PON,58N1795,77F,F,SLF,19.1,19.15,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1167,PON,58N1795,77F,F,SLF,20.45,20.5,BETHANIAPURAM,M.G.R.BUSSTAND  ,COURT
1168,CNI,58N1114,40M,A,EXP,22.2,22.25,CHECKANURANI,M.G.R.BUSSTAND  ,COURT
1169,PDR,58N2211,51B,A,EXP,0,6.4,EDAYAPATTI,M.G.R.BUSSTAND  ,COURT
1170,PDR,58N1588,74Q,A,SLF,6.3,6.5,KADAVUR,M.G.R.BUSSTAND  ,COURT
1171,BCB,58N1717,77BK,P,SLF,6.35,6.45,KOODAL NAGAR,M.G.R.BUSSTAND  ,COURT
1172,BCB,58N1717,77BK,P,SLF,8.05,8.08,KOODAL NAGAR,M.G.R.BUSSTAND  ,COURT
1173,BCB,58N1717,77BK,P,SLF,18.45,18.47,KOODAL NAGAR,M.G.R.BUSSTAND  ,COURT
1174,BCB,58N1717,77BK,P,SLF,20.2,20.32,KOODAL NAGAR,M.G.R.BUSSTAND  ,COURT
1175,ENR,58N1642,77BM,M,SLF,8.05,8.1,MANGALAPURAM,M.G.R.BUSSTAND  ,COURT
1176,PDR,58N1404,74D,A,SLF,0,5,MUDUVARPATTI,M.G.R.BUSSTAND  ,COURT
1177,PDR,58N1404,74D,A,SLF,19.55,20.1,MUDUVARPATTI,M.G.R.BUSSTAND  ,COURT
1178,ENR,58N1435,74B,A,SLF,8.15,8.2,PALAMEDU H.S SCHOOL,M.G.R.BUSSTAND  ,COURT
1179,BCB,58N0796,700,A,EXP,12.4,12.5,PBS,M.G.R.BUSSTAND  ,COURT
1180,BCB,58N0796,700,A,EXP,22.25,22.3,PBS,M.G.R.BUSSTAND  ,COURT
1181,PON,58N0801,700,A,EXP,10.5,10.55,PBS,M.G.R.BUSSTAND  ,COURT
1182,CNI,58N0866,700,A,EXP,10.05,10.2,PBS,M.G.R.BUSSTAND  ,COURT
1183,MCB,58N0996,700,A,SLF,5.53,5.55,PBS,M.G.R.BUSSTAND  ,COURT
1184,MCB,58N0996,700,A,SLF,19.15,19.2,PBS,M.G.R.BUSSTAND  ,COURT
1185,MCB,58N0996,700,A,SLF,22.03,22.05,PBS,M.G.R.BUSSTAND  ,COURT
1186,SVN,58N1108,700,A,EXP,16.28,16.3,PBS,M.G.R.BUSSTAND  ,COURT
1187,CNI,58N1114,700,A,EXP,7.55,8.1,PBS,M.G.R.BUSSTAND  ,COURT
1188,TPK,58N1141,700,B,SLF,6.45,7,PBS,M.G.R.BUSSTAND  ,COURT
1189,PON,58N1311,700,A,EXP,5.4,5.45,PBS,M.G.R.BUSSTAND  ,COURT
1190,PON,58N1311,700,A,EXP,11.3,11.35,PBS,M.G.R.BUSSTAND  ,COURT
1191,PON,58N1311,700,A,EXP,12.3,12.35,PBS,M.G.R.BUSSTAND  ,COURT
1192,PON,58N1311,700,A,EXP,18.35,18.4,PBS,M.G.R.BUSSTAND  ,COURT
1193,PON,58N1311,700,A,EXP,19.35,19.4,PBS,M.G.R.BUSSTAND  ,COURT
1194,PON,58N1311,700,A,EXP,21.1,21.15,PBS,M.G.R.BUSSTAND  ,COURT
1195,TPK,58N1312,700,A,ORD,7.3,7.35,PBS,M.G.R.BUSSTAND  ,COURT
1196,MCB,58N1327,700,A,EXP,12.25,12.3,PBS,M.G.R.BUSSTAND  ,COURT
1197,MCB,58N1327,700,A,EXP,13.55,14,PBS,M.G.R.BUSSTAND  ,COURT
1198,MCB,58N1354,700,A,EXP,12.25,12.3,PBS,M.G.R.BUSSTAND  ,COURT
1199,MCB,58N1354,700,A,EXP,20.5,21,PBS,M.G.R.BUSSTAND  ,COURT
1200,BCB,58N1359,700,B,EXP,8.55,9,PBS,M.G.R.BUSSTAND  ,COURT
1201,MCB,58N1384,700,A,EXP,11.42,11.45,PBS,M.G.R.BUSSTAND  ,COURT
1202,MCB,58N1384,700,A,EXP,18.5,18.55,PBS,M.G.R.BUSSTAND  ,COURT
1203,ENR,58N1387,700,A,EXP,12,12.15,PBS,M.G.R.BUSSTAND  ,COURT
1204,ENR,58N1387,700,A,EXP,20.05,20.1,PBS,M.G.R.BUSSTAND  ,COURT
1205,BCB,58N1399,700,A,EXP,11.55,12.15,PBS,M.G.R.BUSSTAND  ,COURT
1206,BCB,58N1399,700,A,EXP,20.25,20.3,PBS,M.G.R.BUSSTAND  ,COURT
1207,ENR,58N1419,700,A,EXP,13.1,13.15,PBS,M.G.R.BUSSTAND  ,COURT
1208,SVN,58N1429,700,I,SLF,0,19.2,PBS,M.G.R.BUSSTAND  ,COURT
1209,ENR,58N1436,700,B,SLF,18.2,19,PBS,M.G.R.BUSSTAND  ,COURT
1210,PDR,58N1440,700,A,SLF,12.05,12.07,PBS,M.G.R.BUSSTAND  ,COURT
1211,PDR,58N1440,700,A,SLF,19.45,20,PBS,M.G.R.BUSSTAND  ,COURT
1212,MCB,58N1465,700,A,SLF,12.4,12.45,PBS,M.G.R.BUSSTAND  ,COURT
1213,MCB,58N1465,700,A,SLF,16.45,16.5,PBS,M.G.R.BUSSTAND  ,COURT
1214,PDR,58N1476,700,A,SLF,12.33,12.35,PBS,M.G.R.BUSSTAND  ,COURT
1215,PDR,58N1476,700,A,SLF,13.23,13.25,PBS,M.G.R.BUSSTAND  ,COURT
1216,PDK,58N1501,700,A,SLF,13.25,13.27,PBS,M.G.R.BUSSTAND  ,COURT
1217,PDK,58N1501,700,A,SLF,19.25,19.27,PBS,M.G.R.BUSSTAND  ,COURT
1218,PDR,58N1544,700,F,SLF,14.35,15.2,PBS,M.G.R.BUSSTAND  ,COURT
1219,PDK,58N1560,700,B,SLF,14.1,14.12,PBS,M.G.R.BUSSTAND  ,COURT
1220,PDK,58N1560,700,B,SLF,19.55,19.57,PBS,M.G.R.BUSSTAND  ,COURT
1221,MCB,58N1603,700,A,SLF,0,6.05,PBS,M.G.R.BUSSTAND  ,COURT
1222,MCB,58N1603,700,A,SLF,6.05,14.4,PBS,M.G.R.BUSSTAND  ,COURT
1223,PDR,58N1604,700,E,SLF,0,6,PBS,M.G.R.BUSSTAND  ,COURT
1224,PDR,58N1604,700,E,SLF,17,17.05,PBS,M.G.R.BUSSTAND  ,COURT
1225,MCB,58N1653,700,A,SLF,19.2,19.25,PBS,M.G.R.BUSSTAND  ,COURT
1226,PON,58N1665,700,G,EXP,5.5,5.55,PBS,M.G.R.BUSSTAND  ,COURT
1227,PDR,58N1685,700,A,SLF,5.1,5.2,PBS,M.G.R.BUSSTAND  ,COURT
1228,PDR,58N1685,700,A,SLF,13.3,14.15,PBS,M.G.R.BUSSTAND  ,COURT
1229,PON,58N1687,700,A,SLF,4.4,4.45,PBS,M.G.R.BUSSTAND  ,COURT
1230,PON,58N1687,700,A,SLF,5.3,5.35,PBS,M.G.R.BUSSTAND  ,COURT
1231,PON,58N1687,700,A,SLF,11.25,11.3,PBS,M.G.R.BUSSTAND  ,COURT
1232,PON,58N1687,700,A,SLF,12.25,12.3,PBS,M.G.R.BUSSTAND  ,COURT
1233,PON,58N1687,700,A,SLF,13.25,13.3,PBS,M.G.R.BUSSTAND  ,COURT
1234,PON,58N1687,700,A,SLF,14.35,14.4,PBS,M.G.R.BUSSTAND  ,COURT
1235,PON,58N1687,700,A,SLF,18.35,18.4,PBS,M.G.R.BUSSTAND  ,COURT
1236,PON,58N1687,700,A,SLF,19.35,19.4,PBS,M.G.R.BUSSTAND  ,COURT
1237,PON,58N1687,700,A,SLF,20.35,20.4,PBS,M.G.R.BUSSTAND  ,COURT
1238,BCB,58N1695,2G,C,SLF,10.35,10.4,PBS,M.G.R.BUSSTAND  ,COURT
1239,BCB,58N1695,2G,C,SLF,14.35,14.45,PBS,M.G.R.BUSSTAND  ,COURT
1240,PON,58N1708,700,I,SLF,5.33,7.2,PBS,M.G.R.BUSSTAND  ,COURT
1241,PON,58N1710,700,A,SLF,22.1,22.15,PBS,M.G.R.BUSSTAND  ,COURT
1242,PON,58N1716,700,A,SLF,11.15,11.2,PBS,M.G.R.BUSSTAND  ,COURT
1243,PON,58N1716,700,A,SLF,14.52,14.53,PBS,M.G.R.BUSSTAND  ,COURT
1244,PON,58N1716,700,A,SLF,15.45,15.5,PBS,M.G.R.BUSSTAND  ,COURT
1245,PON,58N1716,700,A,SLF,19.45,19.55,PBS,M.G.R.BUSSTAND  ,COURT
1246,PON,58N1716,700,A,SLF,20.52,20.55,PBS,M.G.R.BUSSTAND  ,COURT
1247,PON,58N1716,700,A,SLF,21.49,21.55,PBS,M.G.R.BUSSTAND  ,COURT
1248,PON,58N1800,700,A,SLF,9.3,9.35,PBS,M.G.R.BUSSTAND  ,COURT
1249,PON,58N1801,700,Q,SLF,18.3,22.25,PBS,M.G.R.BUSSTAND  ,COURT
1250,PON,58N1809,700,C,SLF,0,11,PBS,M.G.R.BUSSTAND  ,COURT
1251,BCB,58N1865,700,O,EXP,10.1,10.2,PBS,M.G.R.BUSSTAND  ,COURT
1252,BCB,58N1865,700,O,EXP,17.35,17.4,PBS,M.G.R.BUSSTAND  ,COURT
1253,ENR,58N2200,700,A,EXP,12.15,12.3,PBS,M.G.R.BUSSTAND  ,COURT
1254,TPK,58N2071,5AA,B,ORD,10.15,10.3,THENPALANJI,M.G.R.BUSSTAND  ,COURT
1255,TPK,58N2071,5AA,B,ORD,17.4,18.05,THENPALANJI,M.G.R.BUSSTAND  ,COURT
1256,PDR,58N1447,48Y,K,SLF,5.1,5.15,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1257,PDR,58N1447,48Y,K,SLF,7.18,7.33,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1258,PDR,58N1447,48Y,K,SLF,9.5,9.54,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1259,PDR,58N1447,48Y,K,SLF,12.13,12.18,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1260,PDR,58N1447,48Y,K,SLF,14.37,14.42,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1261,PDR,58N1447,48Y,K,SLF,17.15,17.2,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1262,PDR,58N1447,48Y,K,SLF,19.45,19.5,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1263,PDR,58N1481,48Y,A,SLF,0,10.1,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1264,PDR,58N1481,48Y,A,SLF,12.35,19.15,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1265,PDR,58N1495,48Y,L,SLF,6.15,6.2,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1266,PDR,58N1495,48Y,L,SLF,8.49,8.54,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1267,PDR,58N1495,48Y,L,SLF,11.13,11.18,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1268,PDR,58N1495,48Y,L,SLF,13.37,13.42,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1269,PDR,58N1495,48Y,L,SLF,16.15,16.2,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1270,PDR,58N1495,48Y,L,SLF,18.45,18.5,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1271,PDR,58N1495,48Y,L,SLF,21.25,21.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1272,TMG,58N1496,48Y,F,SLF,6.42,6.45,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1273,TMG,58N1496,48Y,F,SLF,9.13,9.18,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1274,TMG,58N1496,48Y,F,SLF,11.37,11.42,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1275,TMG,58N1496,48Y,F,SLF,14.01,14.06,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1276,TMG,58N1496,48Y,F,SLF,16.39,16.44,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1277,TMG,58N1496,48Y,F,SLF,19.09,19.14,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1278,TMG,58N1496,48Y,F,SLF,21.49,22,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1279,TMG,58N1514,48Y,B,SLF,5.5,6,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1280,TMG,58N1514,48Y,B,SLF,8.25,8.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1281,TMG,58N1514,48Y,B,SLF,10.49,10.54,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1282,TMG,58N1514,48Y,B,SLF,13.13,13.18,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1283,TMG,58N1514,48Y,B,SLF,15.51,15.56,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1284,TMG,58N1514,48Y,B,SLF,18.21,18.26,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1285,TMG,58N1514,48Y,B,SLF,21.01,21.06,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1286,PDR,58N1527,48Y,I,SLF,4.55,5,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1287,PDR,58N1527,48Y,I,SLF,9.2,9.42,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1288,PDR,58N1527,48Y,I,SLF,12.01,12.06,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1289,PDR,58N1527,48Y,I,SLF,14.25,14.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1290,TMG,58N1532,48Y,D,ORD,7.3,7.45,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1291,TMG,58N1532,48Y,D,ORD,10.01,10.06,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1292,TMG,58N1532,48Y,D,ORD,12.25,12.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1293,TMG,58N1532,48Y,D,ORD,14.49,14.54,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1294,TMG,58N1532,48Y,D,ORD,17.27,17.32,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1295,TMG,58N1532,48Y,D,ORD,19.57,20.02,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1296,TMG,58N1532,48Y,D,ORD,22.37,22.42,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1297,TMG,58N1541,48Y,H,ORD,6.05,6.1,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1298,TMG,58N1541,48Y,H,ORD,8.37,8.42,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1299,TMG,58N1541,48Y,H,ORD,11.01,11.06,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1300,TMG,58N1541,48Y,H,ORD,13.25,13.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1301,TMG,58N1541,48Y,H,ORD,16.03,16.08,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1302,TMG,58N1541,48Y,H,ORD,18.33,18.38,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1303,TMG,58N1541,48Y,H,ORD,21.13,21.18,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1304,TMG,58N1590,48Y,E,SLF,6.3,6.35,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1305,TMG,58N1590,48Y,E,SLF,9.01,9.06,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1306,TMG,58N1590,48Y,E,SLF,11.25,11.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1307,TMG,58N1590,48Y,E,SLF,13.49,13.54,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1308,TMG,58N1590,48Y,E,SLF,16.27,16.32,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1309,TMG,58N1590,48Y,E,SLF,18.57,19.02,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1310,TMG,58N1590,48Y,E,SLF,21.37,21.42,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1311,PDR,58N1591,48Y,J,SLF,5.25,5.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1312,PDR,58N1591,48Y,J,SLF,7.35,7.54,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1313,PDR,58N1591,48Y,J,SLF,10.13,10.18,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1314,PDR,58N1591,48Y,J,SLF,12.37,12.42,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1315,PDR,58N1591,48Y,J,SLF,15.01,15.06,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1316,PDR,58N1591,48Y,J,SLF,17.39,17.44,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1317,PDR,58N1591,48Y,J,SLF,20.09,20.14,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1318,PDR,58N1607,48Y,A,SLF,9.15,9.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1319,PDR,58N1607,48Y,A,SLF,19.4,20,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1320,TMG,58N2313,48Y,C,SLF,5.3,5.4,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1321,TMG,58N2313,48Y,C,SLF,8,8.06,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1322,TMG,58N2313,48Y,C,SLF,10.25,10.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1323,TMG,58N2313,48Y,C,SLF,12.49,12.54,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1324,TMG,58N2313,48Y,C,SLF,15.27,15.32,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1325,TMG,58N2313,48Y,C,SLF,17.57,18.02,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1326,TMG,58N2313,48Y,C,SLF,20.37,20.42,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1327,PDR,58N2325,48Y,M,SLF,4.45,4.5,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1328,PDR,58N2325,48Y,M,SLF,6.54,6.59,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1329,PDR,58N2325,48Y,M,SLF,9.25,9.3,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1330,PDR,58N2325,48Y,M,SLF,11.49,11.54,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1331,PDR,58N2325,48Y,M,SLF,14.13,14.18,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1332,PDR,58N2325,48Y,M,SLF,16.51,16.56,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1333,PDR,58N2325,48Y,M,SLF,19.21,19.26,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1334,PDR,58N2337,48Y,N,SLF,5.03,5.06,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1335,PDR,58N2337,48Y,N,SLF,7.11,7.24,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1336,PDR,58N2337,48Y,N,SLF,9.43,9.48,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1337,PDR,58N2337,48Y,N,SLF,12.07,12.12,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1338,PDR,58N2337,48Y,N,SLF,14.31,14.36,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1339,PDR,58N2337,48Y,N,SLF,17.09,17.19,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1340,PDR,58N2337,48Y,N,SLF,19.38,19.44,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1341,PDR,58N2341,48Y,O,SLF,6,6.05,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1342,PDR,58N2341,48Y,O,SLF,8.31,8.36,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1343,PDR,58N2341,48Y,O,SLF,10.55,11,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1344,PDR,58N2341,48Y,O,SLF,13.19,13.24,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1345,PDR,58N2341,48Y,O,SLF,15.45,16.02,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1346,PDR,58N2341,48Y,O,SLF,18.27,18.32,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1347,PDR,58N2341,48Y,O,SLF,20.57,21.12,THIRUMANGALAM,M.G.R.BUSSTAND  ,COURT
1348,TPK,58N1121,5,A,SLF,9.05,9.1,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1349,TPK,58N1121,5,A,SLF,11.05,11.1,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1350,TPK,58N1121,5,A,SLF,13.05,13.1,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1351,TPK,58N1121,5,A,SLF,15.1,15.25,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1352,TPK,58N1121,5,A,SLF,19.4,19.55,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1353,TPK,58N1121,5,A,SLF,21.4,21.45,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1354,TPK,58N1141,5,B,SLF,9.25,9.3,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1355,TPK,58N1141,5,B,SLF,11.45,11.5,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1356,TPK,58N1141,5,B,SLF,13.45,13.5,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1357,TPK,58N1141,5,B,SLF,18.35,18.4,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1358,TPK,58N1141,5,B,SLF,20.35,20.4,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1359,TPK,58N1141,5,B,SLF,22.35,22.4,THIRUNAGAR,M.G.R.BUSSTAND  ,COURT
1360,TPK,58N1141,5T,B,SLF,16.15,16.3,THOPPUR,M.G.R.BUSSTAND  ,COURT
1361,ENR,58N1436,77K,B,SLF,8,8.2,THUVARIMAN,M.G.R.BUSSTAND  ,COURT
1362,TPK,58N1343,5M,B,EXP,22.15,22.2,TPKUNDRAM,M.G.R.BUSSTAND  ,COURT
1363,MCB,58N1384,74A,A,EXP,15.3,15.35,VALAYAPATTI,M.G.R.BUSSTAND  ,COURT
1364,MCB,58N1384,74A,A,EXP,21.05,21.1,VALAYAPATTI,M.G.R.BUSSTAND  ,COURT
1365,PON,58N1797,77BV,J,SLF,7.2,7.37,VILANGUDI,M.G.R.BUSSTAND  ,COURT
1366,PON,58N1797,77BV,J,SLF,8.5,9,VILANGUDI,M.G.R.BUSSTAND  ,COURT
1367,PON,58N1797,77BV,J,SLF,18.2,18.22,VILANGUDI,M.G.R.BUSSTAND  ,COURT
